city,sub_location,display_name,name_ar,name_en,poi_name,category,latitude,longitude,dist_to_center_m
Jenin,قباطية,صيدلية رابح,صيدلية رابح,RABEH PHARMACY,صيدلية رابح,pharmacy,32.4119607,35.2821426,334
Jenin,الألمانية,دينموميتر جنين,دينموميتر جنين,,دينموميتر جنين,car_repair,32.4696721,35.3089907,1233
Jenin,أم التوت,بلعا دار الشيخ حسام,بلعا دار الشيخ حسام,,بلعا دار الشيخ حسام,information,32.3396066,35.1163076,528
Jenin,Jenin City,مركز الأشراء للأشعة,مركز الأشراء للأشعة,Isra center X-ray,مركز الأشراء للأشعة,photo,32.4629145,35.2981396,127
Jenin,سيلة الظهر,ملحمة ومحمص,ملحمة ومحمص,,ملحمة ومحمص,butcher,32.3160739,35.1909927,677
Jenin,Jenin City,شركة اتقان,شركة اتقان,,شركة اتقان,company,32.4644331,35.3015047,466
Jenin,عرابة,الدكتور هيثم عرابه,الدكتور هيثم عرابه,haythem,الدكتور هيثم عرابه,doctors,32.4106657,35.1987898,797
Jenin,ميثلون,صالون اشرف لشباب,صالون اشرف لشباب,,صالون اشرف لشباب,beauty,32.347854,35.2694989,405
Jenin,ميثلون,عصفوركو للتريس والألمنيوم,عصفوركو للتريس والألمنيوم,,عصفوركو للتريس والألمنيوم,hardware,32.3477876,35.2695728,398
Jenin,ميثلون,سوبر ماركت عصفور,سوبر ماركت عصفور,,سوبر ماركت عصفور,supermarket,32.3477604,35.2696549,390
Jenin,ميثلون,مدرسة ميثلون الاساسية للبنين,مدرسة ميثلون الاساسية للبنين,,مدرسة ميثلون الاساسية للبنين,school,32.3477083,35.2694895,406
Jenin,Jenin City,زايد كوزمتكس,زايد كوزمتكس,Zayed Cosmetics,زايد كوزمتكس,beauty,32.4688406,35.2968183,777
Jenin,Jenin City,صالون مختار,صالون مختار,Salon mukhtar,صالون مختار,beauty,32.478287,35.3001318,1840
Jenin,Jenin City,مطعم هني هني,مطعم هني هني,Huny Huny Resturant,مطعم هني هني,restaurant,32.4620611,35.2988849,125
Jenin,Jenin City,قاعة الامير,قاعة الامير,صالة الامير,قاعة الامير,theatre,32.4671417,35.3001955,635
Jenin,Jenin City,الحنتولي لمواد البناء,الحنتولي لمواد البناء,,الحنتولي لمواد البناء,hardware,32.4623085,35.2980241,64
Jenin,الجديدة,رامي ابو سامح,رامي ابو سامح,,رامي ابو سامح,guest_house,32.3424564,35.307953,1036
Jenin,عرابة,د. نضال عارضة,د. نضال عارضة,Dr. Nidal Ardah,د. نضال عارضة,clinic,32.4077606,35.2009373,417
Jenin,عرابة,نضال عارضة,نضال عارضة,Nidal Ardah,نضال عارضة,doctors,32.4077106,35.2009107,413
Jenin,Jenin City,بقالة العائلة,بقالة العائلة,,بقالة العائلة,bar,32.4682435,35.2939943,783
Jenin,سيلة الظهر,منزل الحاج فايز غانم,منزل الحاج فايز غانم,,منزل الحاج فايز غانم,apartment,32.3159303,35.1867372,439
Jenin,جبع,شرطه جبع,شرطه جبع,Police station,شرطه جبع,police,32.3274016,35.215575,694
Jenin,جبع,رجل الاطفاء,رجل الاطفاء,,اطفائيه,fire_station,32.3271239,35.2156397,671
Jenin,مخيم جنين,مدرسة الجابريات الاساسيه للبنات جنين ج,مدرسة الجابريات الاساسيه للبنات جنين ج,Al jabriyat basic co-ed school,مدرسة الجابريات الاساسيه للبنات جنين ج,school,32.4531698,35.2865131,834
Jenin,مخيم جنين,منزل المرحوم انور الطاهر,منزل المرحوم انور الطاهر,,منزل المرحوم انور الطاهر,attraction,32.4635197,35.2908498,415
Jenin,يعبد,منزل السيد عماد الطاهر,منزل السيد عماد الطاهر,,منزل السيد عماد الطاهر,attraction,32.4471454,35.1731776,370
Jenin,يعبد,قصر ال الطاهر,قصر ال الطاهر,,قصر ال الطاهر,attraction,32.4455029,35.1695281,95
Jenin,Jenin City,منزل الحاج محمود الغول ابو وسيم,منزل الحاج محمود الغول ابو وسيم,Haj Mahmoud Alghoul home,منزل الحاج محمود الغول ابو وسيم,chalet,32.4604312,35.2966647,182
Jenin,Jenin City,مجموعة رامي سنتر,مجموعة رامي سنتر,rami center group,مجموعة رامي سنتر,clothes,32.4624269,35.2975865,60
Jenin,صيدا,اسكانات الصيداوي,اسكانات الصيداوي,Alsedawi,اسكانات الصيداوي,hotel,32.3850524,35.1208246,148
Jenin,Jenin City,منزل ابراهيم ابوالرب ابونفيسه,منزل ابراهيم ابوالرب ابونفيسه,,منزل ابراهيم ابوالرب ابونفيسه,alpine_hut,32.4234265,35.2959097,1998
Jenin,سيلة الحارثية,ديوان الشهيد صالح جرادات ال,ديوان الشهيد صالح جرادات ال,,ديوان الشهيد صالح جرادات ال,hostel,32.5059135,35.2272576,225
Jenin,سيلة الحارثية,مواد بناء ابو النعمان,مواد بناء ابو النعمان,,مواد بناء ابو النعمان,hardware,32.4995458,35.2220304,1082
Jenin,Jenin City,مجمع رياض الطاهر,مجمع رياض الطاهر,,مجمع رياض الطاهر,department_store,32.4645446,35.2992837,337
Jenin,سيلة الحارثية,مدرسة ذ السيلة الحارثية الاولى,مدرسة ذ السيلة الحارثية الاولى,,مدرسة ذ السيلة الحارثية الاولى,school,32.503973,35.2210429,791
Jenin,سيلة الحارثية,مقبرة الجرادات,مقبرة الجرادات,The Graveyard,مقبرة الجرادات,grave_yard,32.5045121,35.2265047,396
Jenin,سيلة الحارثية,ديوان الجرادات,ديوان الجرادات,,ديوان الجرادات,guest_house,32.505304,35.2286104,279
Jenin,Jenin City,محلات الامانه وصفي ابو الرب,محلات الامانه وصفي ابو الرب,Mahalat Alamana wassfe Abu al rob,محلات الامانه وصفي ابو الرب,department_store,32.4609491,35.2990727,175
Jenin,برقين,عيادة أطفال,عيادة أطفال,,عيادة أطفال,clinic,32.4562008,35.2614743,77
Jenin,Jenin City,تنويرات الشرق,تنويرات الشرق,,تنويرات الشرق,hardware,32.462434,35.297766,64
Jenin,Jenin City,بوتيك سوار للازياء,بوتيك سوار للازياء,siwar fashion,بوتيك سوار للازياء,clothes,32.4623669,35.2988824,135
Jenin,مخيم جنين,مكتب المحامي محمد ابوالرب,مكتب المحامي محمد ابوالرب,lawyeraboalrob,مكتب المحامي محمد ابوالرب,lawyer,32.4655612,35.2917676,652
Jenin,قباطية,صيدلية قباطية,صيدلية قباطية,,صيدلية قباطية,pharmacy,32.4108372,35.2817564,216
Jenin,قباطية,سوبر ماركت البرنس,سوبر ماركت البرنس,Super market al prenis,سوبر ماركت البرنس,supermarket,32.4118274,35.2768274,397
Jenin,Jenin City,مخبز وحلويات المجد,مخبز وحلويات المجد,almajd,مخبز وحلويات المجد,bakery,32.4637769,35.2975991,211
Jenin,عرابة,بلياردو الحوت,بلياردو الحوت,,بلياردو الحوت,cafe,32.4039741,35.2082543,467
Jenin,عرابة,منزل حكم قرقوشية,منزل حكم قرقوشية,Hakam Karkoshe home,منزل حكم قرقوشية,apartment,32.4041634,35.2003837,282
Jenin,Jenin City,مطبعة العودة - كرتات أعراس,مطبعة العودة - كرتات أعراس,جنين,مطبعة العودة - كرتات أعراس,library,32.4632927,35.3001305,287
Jenin,Jenin City,عياده الدكتور محمد ربايعه,عياده الدكتور محمد ربايعه,Dentist DR Mohammad Rabaya,عياده الدكتور محمد ربايعه,dentist,32.4618061,35.2968957,63
Jenin,بزارية,منزل عصام,منزل عصام,,منزل عصام,hostel,32.3073574,35.1646428,95
Jenin,Jenin City,مطبخ الشيف مجد,مطبخ الشيف مجد,,مطبخ الشيف مجد,restaurant,32.4699066,35.3038027,1067
Jenin,عجة,صيدلية المستقبل,صيدلية المستقبل,,صيدلية المستقبل,pharmacy,32.357367,35.1956366,462
Jenin,Jenin City,الشافي,الشافي,,الشافي,electronics,32.4622965,35.2982416,78
Jenin,Jenin City,بيف برجر,بيف برجر,Beef Burger,بيف برجر,fast_food,32.4657327,35.296841,433
Jenin,فحمة,كفتيريا تل الفرح,كفتيريا تل الفرح,Tal alfarah,كفتيريا تل الفرح,viewpoint,32.3914925,35.1964303,1202
Jenin,فحمة,منتزه تل الفرح,منتزه تل الفرح,,منتزه تل الفرح,attraction,32.3913627,35.1964686,1196
Jenin,مخيم جنين,عمارة الدكتور عبد الرازق جرار,عمارة الدكتور عبد الرازق جرار,abd alraziq jarrar building,عمارة الدكتور عبد الرازق جرار,doctors,32.4662853,35.2880671,640
Jenin,قباطية,ركن الهدايا,ركن الهدايا,Rokn Alhadaya,ركن الهدايا,gift,32.4117612,35.2766397,406
Jenin,يعبد,سمارت تيك,سمارت تيك,Smart Tech,سمارت تيك,mobile_phone,32.4467576,35.1705445,121
Jenin,Jenin City,بيت الاحلام,بيت الاحلام,dream house,بيت الاحلام,clothes,32.463247,35.2995561,241
Jenin,جبع,سوبر ماركت ابو علاء,سوبر ماركت ابو علاء,,سوبر ماركت ابو علاء,supermarket,32.3234965,35.2217901,37
Jenin,ميثلون,غصوب ربايعه,غصوب ربايعه,,غصوب ربايعه,convenience,32.3466441,35.2730744,148
Jenin,ميثلون,مراد ربايعه,مراد ربايعه,,مراد ربايعه,convenience,32.3520244,35.2698565,597
Jenin,تلفيت,سوبر ماركت الدله,سوبر ماركت الدله,,سوبر ماركت الدله,convenience,32.4096379,35.3473184,759
Jenin,قباطية,سوبر ماركت عز الحسني,سوبر ماركت عز الحسني,,سوبر ماركت عز الحسني,convenience,32.4107256,35.2906884,1007
Jenin,السويطات,مستودع الشمال للادويه,مستودع الشمال للادويه,,مستودع الشمال للادويه,pharmacy,32.4495336,35.2975421,686
Jenin,Jenin City,مدرسة الأسمر لتعليم السياقة,مدرسة الأسمر لتعليم السياقة,Al asmar driving school,مدرسة الأسمر لتعليم السياقة,driving_school,32.4650906,35.2933425,533
Jenin,Jenin City,مدرسة الأسمر لتعليم السياقة,مدرسة الأسمر لتعليم السياقة,Al Asmar Driving school,مدرسة الأسمر لتعليم السياقة,driving_school,32.4650745,35.2933404,532
Jenin,السويطات,منزل الدكتور,منزل الدكتور,,منزل الدكتور,apartment,32.4347171,35.3079353,1354
Jenin,الألمانية,العمران للهيدروليك,العمران للهيدروليك,omran mechanical equipment,العمران للعيدروليك,hardware,32.4658103,35.3139245,605
Jenin,Jenin City,سوبر ماركت ستي سكاي مول,سوبر ماركت ستي سكاي مول,,سوبر ماركت ستي سكاي مول,supermarket,32.4771861,35.3005417,1724
Jenin,مخيم جنين,سوبر ماركت ايمن ابو عبيد,سوبر ماركت ايمن ابو عبيد,سوبر ماركت ايمن ابو عبيد جنين,سوبر ماركت ايمن ابو عبيد,supermarket,32.4589861,35.2919139,389
Jenin,Jenin City,سوبر ماركت المجد جنين,سوبر ماركت المجد جنين,,سوبر ماركت المجد جنين,supermarket,32.4630528,35.3033778,561
Jenin,مركة,سوبر ماركت صلاح ابو جلبوش,سوبر ماركت صلاح ابو جلبوش,,سوبر ملركت,supermarket,32.3930501,35.2409037,454
Jenin,قباطية,مركز الغيث,مركز الغيث,,مركز الغيث,supermarket,32.4134331,35.280353,435
Jenin,Jenin City,سوبر ماركت ديانا جنين,سوبر ماركت ديانا جنين,,سوبر ماركت ديانا,supermarket,32.4624203,35.3018996,411
Jenin,مسلية,سوبر ماركت فريز ابو الرب,سوبر ماركت فريز ابو الرب,,سوبر,supermarket,32.3883139,35.286225,286
Jenin,عجة,City market 2,City market 2,,City market 2,supermarket,32.3549766,35.1949685,730
Jenin,عرابة,سوبر ماركت الايهاب,سوبر ماركت الايهاب,,سوبر ماركت الايهاب,supermarket,32.4063685,35.2020483,230
Jenin,يعبد,سوبر ماركت بيروت,سوبر ماركت بيروت,,سوبر ماركت بيروت,supermarket,32.445826,35.1750594,539
Jenin,يعبد,سوبر ماركت الايهاب,سوبر ماركت الايهاب,,سوبر ماركت الايهاب,supermarket,32.4464582,35.1737915,417
Jenin,الزبابدة,سوبر ماركت المنار,سوبر ماركت المنار,,سوبر ماركت المنار,supermarket,32.3828747,35.3235032,326
Jenin,كفر راعي,محلات الحاج فاروق,محلات الحاج فاروق,,محلات الحاج فاروق,supermarket,32.3741774,35.155885,77
Jenin,عرابة,سوبر ماركت الرايه,سوبر ماركت الرايه,,سوبر ماركت الرايه,supermarket,32.4050845,35.2044048,113
Jenin,يعبد,سوبر ماركت يافا,سوبر ماركت يافا,,سوبر ماركت يافا,supermarket,32.4463644,35.1675559,168
Jenin,يعبد,سوبر ماركت خليل الرحمن,سوبر ماركت خليل الرحمن,,سوبر ماركت خليل الرحمن,supermarket,32.4461993,35.1675942,165
Jenin,ميثلون,غصوب ربايعه,غصوب ربايعه,,غصوب ربايعه,supermarket,32.3476269,35.2717605,193
Jenin,يعبد,سوبر ماركت الخطيب,سوبر ماركت الخطيب,,سوبر ماركت الخطيب,supermarket,32.4447986,35.1642686,507
Jenin,Jenin City,قاعة القصور للأفراح,قاعة القصور للأفراح,Alqsoor wedding hall,قاعة القصور للأفراح,attraction,32.4808549,35.2989489,2113
Jenin,Jenin City,مجوهرات إشبيلية-الياموني,مجوهرات إشبيلية-الياموني,Ashbailya Jewelry-alyamoni,مجوهرات إشبيلية-الياموني,jewelry,32.4613476,35.2997464,213
Jenin,سيلة الظهر,عماد الاخرس ،سيلة الظهر للانارة الحديثة,عماد الاخرس ،سيلة الظهر للانارة الحديثة,,عماد الاخرس ،سيلة الظهر للانارة الحديثة,electronics,32.3226884,35.1929458,805
Jenin,صانور,شفيق العيسة الصانوري ،السطوع المتجدد,شفيق العيسة الصانوري ،السطوع المتجدد,,شفيق العيسة الصانوري ،السطوع المتجدد,electronics,32.3568875,35.2511648,498
Jenin,جبع,عماد غنام,عماد غنام,,عماد غنام,electronics,32.3259945,35.2196644,305
Jenin,ميثلون,معصرة بلال نعيرات,معصرة بلال نعيرات,,معصرة بلال نعيرات,guest_house,32.3389934,35.2823512,1268
Jenin,Jenin City,بلال سباعنة ،قباطية سنتر للاجهزة الكهربائية ،دايو,بلال سباعنة ،قباطية سنتر للاجهزة الكهربائية ،دايو,,بلال سباعنة ،قباطية سنتر للاجهزة الكهربائية ،دايو,electronics,32.4250032,35.2669495,900
Jenin,ميثلون,بلال نعيرات,بلال نعيرات,,بلال نعيرات,electronics,32.346711,35.2730941,140
Jenin,Jenin City,مكتبة إبن خلدون,مكتبة إبن خلدون,Ibn Khaldun Library,مكتبة إبن خلدون,library,32.4610533,35.2974975,93
Jenin,Jenin City,٧ نيرو,٧ نيرو,7Nero,نيرو,cafe,32.4684083,35.2947765,771
Jenin,السويطات,مكتبة عصفور,مكتبة عصفور,asfor bookshop,مكتبة عصفور,books,32.4444308,35.293707,975
Jenin,دير أبو ضعيف,مجلس قروي دير ابو ضعيف,مجلس قروي دير ابو ضعيف,,مجلس قروي دير ابو ضعيف,government,32.4572559,35.3657031,239
Jenin,Jenin City,الصليب الاحمر,الصليب الاحمر,ICRC,الصليب الاحمر,ngo,32.4661006,35.2973418,469
Jenin,سيلة الظهر,بن ومحامص السيلاوي,بن ومحامص السيلاوي,العربيه,بن ومحمص السيلاوي,supermarket,32.3200672,35.1921732,660
Jenin,سيريس,يافا هوم - yaffa home,يافا هوم - yaffa home,,يافا هوم - yaffa home,houseware,32.3286457,35.293481,244
Jenin,Jenin City,محلات الجليل للازياء,محلات الجليل للازياء,AL-jaLiL,محلات الجليل للازياء,clothes,32.4629461,35.2985074,148
Jenin,برقين,قصر جرار التاريخي (الخوخة),قصر جرار التاريخي (الخوخة),Jamar palace (el khukha),قصر جرار التاريخي (الخوخة),viewpoint,32.4562898,35.2618705,114
Jenin,Jenin City,ميدي تك للكمبيوتر,ميدي تك للكمبيوتر,miditech,ميدي تك للكمبيوتر,computer,32.4625047,35.2978078,73
Jenin,Jenin City,مخبز وحلويات المجد,مخبز وحلويات المجد,,مخبز وحلويات المجد,bakery,32.4637548,35.2976421,208
Jenin,قباطية,مسجد صلاح الدين,مسجد صلاح الدين,Salah Al-Din Mosque,مسجد صلاح الدين,community_centre,32.4097324,35.2851198,476
Jenin,قباطية,مكتب تكسي الجليل,مكتب تكسي الجليل,Aljaleel Taxi Office,مكتب تكسي الجليل,company,32.4098385,35.284223,393
Jenin,قباطية,بلدية قباطية,بلدية قباطية,Qabatiya municipality,بلدية قباطية,government,32.4134915,35.280665,444
Jenin,سيلة الظهر,ابو بشار للخضار والفواكه,ابو بشار للخضار والفواكه,,ابو بشار,greengrocer,32.3171193,35.1910058,617
Jenin,Jenin City,مشغل السيريسي للألمنيوم,مشغل السيريسي للألمنيوم,,مشغل السيريسي للألمنيوم,company,32.4688156,35.3059166,1099
Jenin,مخيم جنين,المحامي هيثم الغول,المحامي هيثم الغول,,المحامي هيثم الغول,lawyer,32.4664689,35.2918076,742
Jenin,جبع,صيدلية بلسم,صيدلية بلسم,Balsam Pharmacy,صيدلية بلسم,pharmacy,32.3259394,35.2184646,379
Jenin,Jenin City,مجوهرات الفاروق,مجوهرات الفاروق,Al Farouq jewelry,مجوهرات الفاروق,jewelry,32.461986,35.2972879,28
Jenin,تلفيت,سكن التايتانيك,سكن التايتانيك,,سكن التايتانيك,hotel,32.4074622,35.3467212,532
Jenin,جلقموس,ديوان ال القرم,ديوان ال القرم,Al Qarem hall,ديوان ال القرم,ngo,32.4245658,35.3637241,118
Jenin,أم التوت,ارض محمد,ارض محمد,,ارض محمد,apartment,32.3425242,35.1113841,1040
Jenin,برقين,حسام عتيق,حسام عتيق,Hussam Ateeq,حسام عتيق,artwork,32.4506735,35.2674341,883
Jenin,اليامون,صيدلية معاذ,صيدلية معاذ,,صيدلية معاذ,pharmacy,32.4864661,35.2317996,339
Jenin,فقوعة,ستوديو الاصدقاء للتصوير,ستوديو الاصدقاء للتصوير,friends studio,ستوديو الاصدقاء للتصوير,photo,32.4909447,35.400804,60
Jenin,Jenin City,ازياء المجد,ازياء المجد,,ازياء المجد,attraction,32.4623585,35.2993103,172
Jenin,Jenin City,مجوهرات سامر الصانوي,مجوهرات سامر الصانوي,العربيه,مجوهرات سامر الصانوي,jewelry,32.4628174,35.2970108,116
Jenin,كفر راعي,قاعه مسايا,قاعه مسايا,Masaya center,قاعه مسايا,community_centre,32.3753871,35.1643375,857
Jenin,الجلمة,ميني ماركت الصفوري,ميني ماركت الصفوري,Al saffori mini store,ميني ماركت الصفوري,supermarket,32.5075352,35.3149194,190
Jenin,الجلمة,مجلس قروي الجلمة,مجلس قروي الجلمة,Al Jalamah Vc,مجلس قروي الجلمة,government,32.5097522,35.314194,163
Jenin,مخيم جنين,مدرسة الرياض,مدرسة الرياض,,مدرسة الرياض,school,32.4528558,35.2874013,857
Jenin,Jenin City,معرض البلعاوي للساعات,معرض البلعاوي للساعات,al balawe,معرض البلعاوي للساعات,variety_store,32.4615028,35.2998413,218
Jenin,يعبد,منزل السيد طارق ابو شمله,منزل السيد طارق ابو شمله,,منزل السيد طارق ابو شمله,guest_house,32.4435645,35.1756161,664
Jenin,يعبد,شركة يعبد للباطون والتعهدات العامه,شركة يعبد للباطون والتعهدات العامه,,شركة يعبد للباطون والتعهدات العامه,company,32.4384538,35.180404,1358
Jenin,مسلية,ملحمة مسلية,ملحمة مسلية,milhamit misilya,ملحمة مسلية,department_store,32.3868084,35.2879328,67
Jenin,عجة,ايهاب سليمان,ايهاب سليمان,,ايهاب سليمان,hospital,32.3624212,35.1955265,100
Jenin,سيلة الظهر,قهوة البلد. سيلة الظهر,قهوة البلد. سيلة الظهر,,قهوة البلد. سيلة الظهر,cafe,32.3222033,35.1917683,682
Jenin,عقابة,منزل يحيى مثقال ابو عره,منزل يحيى مثقال ابو عره,yahia abu arra home,منزل يحيى مثقال ابو عره,caravan_site,32.3521414,35.34873,189
Jenin,ميثلون,بيت,بيت,home,بيت,apartment,32.3473999,35.2762547,235
Jenin,تلفيت,سكن الفنون للطالبات,سكن الفنون للطالبات,,سكن الفنون للطالبات,apartment,32.4095677,35.3491111,856
Jenin,كفر راعي,فنجاني كافيه,فنجاني كافيه,Fenjani cafe,فنجاني كافيه,cafe,32.3758862,35.1572743,236
Jenin,Jenin City,مطبعة ابو السعيد للدعاية والاعلان,مطبعة ابو السعيد للدعاية والاعلان,Abu alsaeed advertising printing,مطبعة ابو السعيد للدعاية والاعلان,artwork,32.4638695,35.3063789,856
Jenin,مخيم جنين,مكتب المحامي صالح أبو عزة,مكتب المحامي صالح أبو عزة,Saleh Abu Izah Law Firm,مكتب المحامي صالح أبو عزة,lawyer,32.4654788,35.291693,641
Jenin,قباطية,لايف لاين,لايف لاين,life line,لايف لاين,telecommunication,32.4125759,35.2819834,384
Jenin,Jenin City,محل ظافر النصرة,محل ظافر النصرة,Zafer nasrah,ظافر النصرة,variety_store,32.4616118,35.3002325,252
Jenin,بزارية,Abo Mahmoud al qadi,Abo Mahmoud al qadi,,Abo Mahmoud al qadi,marketplace,32.3072933,35.1645033,110
Jenin,بزارية,ضعي الفلافل,ضعي الفلافل,,فلافل بزاريا,restaurant,32.3072315,35.1640717,147
Jenin,المغير,صيدلية المغير,صيدلية المغير,,صيدلية المغير,pharmacy,32.4212941,35.3865525,36
Jenin,اليامون,سوبر ماركت ابو وائل سمودي للعروض,سوبر ماركت ابو وائل سمودي للعروض,Abu ghalwa shoping,سوبر ماركت ابو وائل سمودي للعروض,supermarket,32.4845185,35.2310279,126
Jenin,ميثلون,ديوان النعيرات,ديوان النعيرات,Deewan Nairat,ديوان النعيرات,community_centre,32.3466975,35.2754949,202
Jenin,فحمة,الخال,الخال,,الخال,viewpoint,32.3846285,35.1874999,749
Jenin,سيريس,مركز سيريس الطبي للطواريء,مركز سيريس الطبي للطواريء,Siri’s emergency clinic center,مركز سيريس الطبي للطواريء,clinic,32.3288018,35.2912423,91
Jenin,جبع,مخبز طابون جهاد اشتيوي,مخبز طابون جهاد اشتيوي,,مخبز طابون على الحطب,bakery,32.3260126,35.2271494,577
Jenin,صانور,الفاخوري لتجليس السيارات,الفاخوري لتجليس السيارات,,الفاخوري لتجليس السيارات,car_repair,32.3349406,35.2051177,369
Jenin,كفر دان,ديوان ال مرعي,ديوان ال مرعي,,ديوان ال مرعي,apartment,32.4804767,35.2568022,457
Jenin,Jenin City,داريا لمستحضرات التجميل,داريا لمستحضرات التجميل,Daria Cosmetics Store,داريا لمستحضرات التجميل,gift,32.4628217,35.3035514,571
Jenin,عرابة,دار صبحي حمام عرابه,دار صبحي حمام عرابه,,دار صبحي حمام عرابه,hotel,32.4095708,35.2079175,699
Jenin,اليامون,عيادة د. طارق العتر اسنان,عيادة د. طارق العتر اسنان,Dr. Tareq eter Clinic Dentist,عيادة د. طارق العتر اسنان,clinic,32.4871886,35.2326386,449
Jenin,Jenin City,عمارة العتر,عمارة العتر,Eter building,عمارة العتر,apartment,32.4633746,35.2982534,178
Jenin,اليامون,د. طارق العتر,د. طارق العتر,,د. طارق العتر,dentist,32.4873645,35.2327314,470
Jenin,سيلة الظهر,البنك الإسلامي الفلسطيني,البنك الإسلامي الفلسطيني,Palestine Islamic Bank,البنك الإسلامي الفلسطيني,bank,32.3159185,35.1903089,637
Jenin,Jenin City,دار أبو سمير المفتش,دار أبو سمير المفتش,,دار أبو سمير المفتش,apartment,32.4601861,35.3057065,787
Jenin,الألمانية,تكسي الحنان,تكسي الحنان,Taxi Al Hanan,تكسي الحنان,car_rental,32.4639421,35.3147674,442
Jenin,جلقموس,مركز ومكتبة الرسالة للخدمات الطلابية والهندسية,مركز ومكتبة الرسالة للخدمات الطلابية والهندسية,,Al Resala Book Shop,library,32.423213,35.362727,295
Jenin,عجة,عيادة الأمل الطبية,عيادة الأمل الطبية,AL-AMAL MEDICAL CLINIC,عيادة الأمل الطبية,hospital,32.3514601,35.1991901,1169
Jenin,Jenin City,ابو السعيد للدعاية والاعلان جنين,ابو السعيد للدعاية والاعلان جنين,Aboalsaeed ADV,ابو السعيد للدعاية والاعلان جنين,convenience,32.4638324,35.306377,855
Jenin,صير,منزل د.سعيد ارشيد,منزل د.سعيد ارشيد,,منزل د.سعيد,apartment,32.3604834,35.3176619,440
Jenin,سيلة الظهر,منزل محمد حنتولي,منزل محمد حنتولي,,منزل محمد حنتولي,hostel,32.3176304,35.1904775,547
Jenin,سيلة الظهر,محمد حنتولي للتامين,محمد حنتولي للتامين,Mohamadhantoli,محمد حنتولي للتامين,insurance,32.3221623,35.1856813,283
Jenin,سيلة الظهر,بيت محمد حنتولي,بيت محمد حنتولي,,بيت محمد حنتولي,hostel,32.3175593,35.1904197,546
Jenin,سيلة الظهر,مسجد عمر ابن الخطاب سيلة الظهر,مسجد عمر ابن الخطاب سيلة الظهر,,مسجد عمر ابن الخطاب سيلة الظهر,hostel,32.3193283,35.1844156,79
Jenin,سيلة الظهر,ابو عاشور,ابو عاشور,,ابو عاشور,restaurant,32.3186516,35.1849902,113
Jenin,المغير,ديوان عشيرة ابومويس,ديوان عشيرة ابومويس,,ديوان عشيرة ابومويس,community_centre,32.4245539,35.387616,374
Jenin,ميثلون,بلدية ميثلون ١٩٩٦,بلدية ميثلون ١٩٩٦,Maithaloun municipality,بلدية ميثلون ١٩٩٦,apartment,32.3476304,35.2717983,190
Jenin,Jenin City,ابرة وخيط 3,ابرة وخيط 3,,ابرة وخيط 3,sewing,32.4619019,35.2991569,149
Jenin,Jenin City,Cafeteria Jerusalem,Cafeteria Jerusalem,,Cafeteria Jerusalem,restaurant,32.4620313,35.2991836,153
Jenin,دير غزالة,صيدلية مسك,صيدلية مسك,Misk pharmacy,صيدلية مسك,pharmacy,32.4960969,35.3491227,257
Jenin,دير غزالة,سوبر ماركت ابوفارس,سوبر ماركت ابوفارس,,سوبر ماركت ابوفارس,supermarket,32.496206,35.3502488,157
Jenin,قباطية,منزل الدكتور علي دغلس,منزل الدكتور علي دغلس,Dr. ali daghlas house,منزل الدكتور علي دغلس,doctors,32.4172093,35.3005818,2107
Jenin,صير,بيت عزالدين ارشيد,بيت عزالدين ارشيد,,بيت عزالدين ارشيد,caravan_site,32.3639637,35.3148908,81
Jenin,Jenin City,كراج تيربو عزالدين ارشيد,كراج تيربو عزالدين ارشيد,Turbo,كراج تيربو عزالدين ارشيد,car_repair,32.4669497,35.3063817,1001
Jenin,ميثلون,منزل جميل ابو زينة,منزل جميل ابو زينة,,منزل جميل ابو زينة,guest_house,32.3525956,35.2698865,646
Jenin,بزارية,منزل عز الدين . جبنه بقر,منزل عز الدين . جبنه بقر,Ez al deen . Cow chees,منزل عز الدين . جبنه بقر,apartment,32.3082745,35.1631157,221
Jenin,صانور,عيادة الاخلاص ( د ايهاب سليمان),عيادة الاخلاص ( د ايهاب سليمان),,عيادة الاخلاص ( د ايهاب سليمان),clinic,32.3529492,35.247796,462
Jenin,Jenin City,مدارس الجنان الدولية-جنين,مدارس الجنان الدولية-جنين,Al-Jinan International Schools,مدارس الجنان الدولية-جنين,school,32.4748149,35.2949806,1458
Jenin,Jenin City,روضة مدارس الجنان الدولية,روضة مدارس الجنان الدولية,Al-Jinan Kindergarten,روضة مدارس الجنان الدولية,kindergarten,32.4749217,35.2950897,1468
Jenin,ميثلون,صالون ميثلون للرجال,صالون ميثلون للرجال,,صالون ميثلون للرجال,beauty,32.3492301,35.2752238,206
Jenin,Jenin City,منزل عصام صباغ,منزل عصام صباغ,Esam Sabbagh Home,منزل عصام صباغ,motel,32.4603642,35.293569,411
Jenin,عرانة,منزل السيد ابو ايهاب,منزل السيد ابو ايهاب,,منزل السيد ابو ايهاب,nursing_home,32.4855079,35.302276,2253
Jenin,عرانة,منزل السيد ابو ايهاب,منزل السيد ابو ايهاب,,منزل السيد ابو ايهاب,hospital,32.4854792,35.302288,2254
Jenin,عرانة,منزل السيد ابو ايهاب,منزل السيد ابو ايهاب,,منزل السيد ابو ايهاب,nursing_home,32.4855968,35.3022993,2246
Jenin,السويطات,بت زمان,بت زمان,bait zaman,بيت زمان,restaurant,32.4497297,35.2975958,693
